rawName,canonicalName,entityType,confidence,matchMethod
Sksayril,Sksayril,STARTUP,0.9,NORMALIZED_TITLE
Imagroune,Imagroune,STARTUP,0.9,NORMALIZED_TITLE
Nikhilwani,Nikhilwani,STARTUP,0.9,NORMALIZED_TITLE
Codeslinger,Codeslinger,STARTUP,0.9,NORMALIZED_TITLE
Salgara,Salgara,STARTUP,0.9,NORMALIZED_TITLE
Indiarti,Indiarti,STARTUP,0.9,NORMALIZED_TITLE
Sumit6597,Sumit6597,STARTUP,0.9,NORMALIZED_TITLE
Xtrbase,Xtrbase,STARTUP,0.9,NORMALIZED_TITLE
Jmelsbach,Jmelsbach,STARTUP,0.9,NORMALIZED_TITLE
Adaptllm,Adaptllm,STARTUP,0.9,NORMALIZED_TITLE
Namanh,Namanh,STARTUP,0.9,NORMALIZED_TITLE
Raowaqas123,Raowaqas123,STARTUP,0.9,NORMALIZED_TITLE
Toshikawa,Toshikawa,STARTUP,0.9,NORMALIZED_TITLE
Kolkata97,Kolkata97,STARTUP,0.9,NORMALIZED_TITLE
Llmat,Llmat,STARTUP,0.9,NORMALIZED_TITLE
Yaminimahesh,Yaminimahesh,STARTUP,0.9,NORMALIZED_TITLE
Deepanshu30699,Deepanshu30699,STARTUP,0.9,NORMALIZED_TITLE
Shamepooh,Shamepooh,STARTUP,0.9,NORMALIZED_TITLE
Dlby,Dlby,STARTUP,0.9,NORMALIZED_TITLE
Aolei,Aolei,STARTUP,0.9,NORMALIZED_TITLE
Cgoosen,Cgoosen,STARTUP,0.9,NORMALIZED_TITLE
Acalatrava,Acalatrava,STARTUP,0.9,NORMALIZED_TITLE
Vasimakram01,Vasimakram01,STARTUP,0.9,NORMALIZED_TITLE
Hsaputra,Hsaputra,STARTUP,0.9,NORMALIZED_TITLE
Tklohj,Tklohj,STARTUP,0.9,NORMALIZED_TITLE
Nagasriramkochetti,Nagasriramkochetti,STARTUP,0.9,NORMALIZED_TITLE
Mmuttharasan,Mmuttharasan,STARTUP,0.9,NORMALIZED_TITLE
Tomdeore,Tomdeore,STARTUP,0.9,NORMALIZED_TITLE
Muthuai9,Muthuai9,STARTUP,0.9,NORMALIZED_TITLE
Drumwell,Drumwell,STARTUP,0.9,NORMALIZED_TITLE
Ehraim,Ehraim,STARTUP,0.9,NORMALIZED_TITLE
Kayla Park,Kayla Park,STARTUP,0.9,NORMALIZED_TITLE
Suminee,Suminee,STARTUP,0.9,NORMALIZED_TITLE
Stimong,Stimong,STARTUP,0.9,NORMALIZED_TITLE
Asrada2001,Asrada2001,STARTUP,0.9,NORMALIZED_TITLE
Sundharesanr,Sundharesanr,STARTUP,0.9,NORMALIZED_TITLE
Thebloke,Thebloke,STARTUP,0.9,NORMALIZED_TITLE
Mihir1108,Mihir1108,STARTUP,0.9,NORMALIZED_TITLE
Ben141,Ben141,STARTUP,0.9,NORMALIZED_TITLE
Gtrital,Gtrital,STARTUP,0.9,NORMALIZED_TITLE
Hemantk089,Hemantk089,STARTUP,0.9,NORMALIZED_TITLE
Sayril007,Sayril007,STARTUP,0.9,NORMALIZED_TITLE
Annavar,Annavar,STARTUP,0.9,NORMALIZED_TITLE
Llmware,Llmware,STARTUP,0.9,NORMALIZED_TITLE
Rithik28,Rithik28,STARTUP,0.9,NORMALIZED_TITLE
Raven07,Raven07,STARTUP,0.9,NORMALIZED_TITLE
Satyanshu404,Satyanshu404,STARTUP,0.9,NORMALIZED_TITLE
Heegyu,Heegyu,STARTUP,0.9,NORMALIZED_TITLE
Bachir151,Bachir151,STARTUP,0.9,NORMALIZED_TITLE
Cogwiseai,Cogwiseai,STARTUP,0.9,NORMALIZED_TITLE
Vuminhtue,Vuminhtue,STARTUP,0.9,NORMALIZED_TITLE
Musa22,Musa22,STARTUP,0.9,NORMALIZED_TITLE
Xavierbarbier,Xavierbarbier,STARTUP,0.9,NORMALIZED_TITLE
Edjdhug3,Edjdhug3,STARTUP,0.9,NORMALIZED_TITLE
Yl95,Yl95,STARTUP,0.9,NORMALIZED_TITLE
Sandhyanai,Sandhyanai,STARTUP,0.9,NORMALIZED_TITLE
Yentinglin,Yentinglin,STARTUP,0.9,NORMALIZED_TITLE
Mhkhan,Mhkhan,STARTUP,0.9,NORMALIZED_TITLE
Sannysayril,Sannysayril,STARTUP,0.9,NORMALIZED_TITLE
Wwwduojin,Wwwduojin,STARTUP,0.9,NORMALIZED_TITLE
Hyunggyujang,Hyunggyujang,STARTUP,0.9,NORMALIZED_TITLE
Loinh1106,Loinh1106,STARTUP,0.9,NORMALIZED_TITLE
Andyhyip,Andyhyip,STARTUP,0.9,NORMALIZED_TITLE
Baai,Baai,STARTUP,0.9,NORMALIZED_TITLE
Shivam522A,Shivam522A,STARTUP,0.9,NORMALIZED_TITLE
Llm Rockerzz,Llm Rockerzz,STARTUP,0.9,NORMALIZED_TITLE
Peterccn,Peterccn,STARTUP,0.9,NORMALIZED_TITLE
Gobanae,Gobanae,STARTUP,0.9,NORMALIZED_TITLE
Llmrails,Llmrails,STARTUP,0.9,NORMALIZED_TITLE
Kostpal,Kostpal,STARTUP,0.9,NORMALIZED_TITLE
Audreyt,Audreyt,STARTUP,0.9,NORMALIZED_TITLE
Teokwak,Teokwak,STARTUP,0.9,NORMALIZED_TITLE
Likelysurf,Likelysurf,STARTUP,0.9,NORMALIZED_TITLE
Pedromano,Pedromano,STARTUP,0.9,NORMALIZED_TITLE
Bhawanisinghshekhawat,Bhawanisinghshekhawat,STARTUP,0.9,NORMALIZED_TITLE
Gourav10,Gourav10,STARTUP,0.9,NORMALIZED_TITLE
Mschardo,Mschardo,STARTUP,0.9,NORMALIZED_TITLE
Shuhongzheng,Shuhongzheng,STARTUP,0.9,NORMALIZED_TITLE
Sairam17,Sairam17,STARTUP,0.9,NORMALIZED_TITLE
Datamance,Datamance,STARTUP,0.9,NORMALIZED_TITLE
Royal Lobster,Royal Lobster,STARTUP,0.9,NORMALIZED_TITLE
Q Allen,Q Allen,STARTUP,0.9,NORMALIZED_TITLE
Sandiago21,Sandiago21,STARTUP,0.9,NORMALIZED_TITLE
Msteinhaus,Msteinhaus,STARTUP,0.9,NORMALIZED_TITLE
Refalmachine,Refalmachine,STARTUP,0.9,NORMALIZED_TITLE
Llmsubmission,Llmsubmission,STARTUP,0.9,NORMALIZED_TITLE
Neha03,Neha03,STARTUP,0.9,NORMALIZED_TITLE
Mosuhy,Mosuhy,STARTUP,0.9,NORMALIZED_TITLE
Gai Llm,Gai Llm,STARTUP,0.9,NORMALIZED_TITLE
Mluca,Mluca,STARTUP,0.9,NORMALIZED_TITLE
Feyiade,Feyiade,STARTUP,0.9,NORMALIZED_TITLE
Horychtom,Horychtom,STARTUP,0.9,NORMALIZED_TITLE
Chatglm Llm,Chatglm Llm,STARTUP,0.9,NORMALIZED_TITLE
Xibios,Xibios,STARTUP,0.9,NORMALIZED_TITLE
Amitlal,Amitlal,STARTUP,0.9,NORMALIZED_TITLE
Warkid,Warkid,STARTUP,0.9,NORMALIZED_TITLE
Mmnga,Mmnga,STARTUP,0.9,NORMALIZED_TITLE
Ailabby,Ailabby,STARTUP,0.9,NORMALIZED_TITLE
Osamabsher,Osamabsher,STARTUP,0.9,NORMALIZED_TITLE
Kobe8 24,Kobe8 24,STARTUP,0.9,NORMALIZED_TITLE
Dutir Bionlp,Dutir Bionlp,STARTUP,0.9,NORMALIZED_TITLE
Maddes8Cht,Maddes8Cht,STARTUP,0.9,NORMALIZED_TITLE
Justin44,Justin44,STARTUP,0.9,NORMALIZED_TITLE
Ajaysuresh,Ajaysuresh,STARTUP,0.9,NORMALIZED_TITLE
Bidkhori,Bidkhori,STARTUP,0.9,NORMALIZED_TITLE
Youssed,Youssed,STARTUP,0.9,NORMALIZED_TITLE
Tq Llm,Tq Llm,STARTUP,0.9,NORMALIZED_TITLE
Dhps,Dhps,STARTUP,0.9,NORMALIZED_TITLE
S3Nh,S3Nh,STARTUP,0.9,NORMALIZED_TITLE
Khpbvo,Khpbvo,STARTUP,0.9,NORMALIZED_TITLE
Jessica Ecosia,Jessica Ecosia,STARTUP,0.9,NORMALIZED_TITLE
Srijitat,Srijitat,STARTUP,0.9,NORMALIZED_TITLE
Turing Motors,Turing Motors,STARTUP,0.9,NORMALIZED_TITLE
Sofanorai,Sofanorai,STARTUP,0.9,NORMALIZED_TITLE
Skarskar,Skarskar,STARTUP,0.9,NORMALIZED_TITLE
Deepseek Ai,Deepseek Ai,STARTUP,0.9,NORMALIZED_TITLE
Orcarouter,Orcarouter,STARTUP,0.9,NORMALIZED_TITLE
Unsloth,Unsloth,STARTUP,0.9,NORMALIZED_TITLE
Apetersson,Apetersson,STARTUP,0.9,NORMALIZED_TITLE
Shiftedx,Shiftedx,STARTUP,0.9,NORMALIZED_TITLE
Huihui Ai,Huihui Ai,STARTUP,0.9,NORMALIZED_TITLE
Primitive Ai,Primitive Ai,STARTUP,0.9,NORMALIZED_TITLE
Otheru,Otheru,STARTUP,0.9,NORMALIZED_TITLE
Nomic Ai,Nomic Ai,STARTUP,0.9,NORMALIZED_TITLE
Drowzeys,Drowzeys,STARTUP,0.9,NORMALIZED_TITLE
Jarrelscy,Jarrelscy,STARTUP,0.9,NORMALIZED_TITLE
Bahamutru,Bahamutru,STARTUP,0.9,NORMALIZED_TITLE
Thesudio,Thesudio,STARTUP,0.9,NORMALIZED_TITLE
Lewdiculous,Lewdiculous,STARTUP,0.9,NORMALIZED_TITLE
Meta Llama,Meta Llama,STARTUP,0.9,NORMALIZED_TITLE
Glif,Glif,STARTUP,0.9,NORMALIZED_TITLE
Freedomintelligence,Freedomintelligence,STARTUP,0.9,NORMALIZED_TITLE
Ibm Granite,Ibm Granite,STARTUP,0.9,NORMALIZED_TITLE
Ximichael,Ximichael,STARTUP,0.9,NORMALIZED_TITLE
Wovenbytoyota Vai,Wovenbytoyota Vai,STARTUP,0.9,NORMALIZED_TITLE
Encord Team,Encord Team,STARTUP,0.9,NORMALIZED_TITLE
Davidsv,Davidsv,STARTUP,0.9,NORMALIZED_TITLE
Quark Vision,Quark Vision,STARTUP,0.9,NORMALIZED_TITLE
Getcharzp,Getcharzp,STARTUP,0.9,NORMALIZED_TITLE
Naazimsnh02,Naazimsnh02,STARTUP,0.9,NORMALIZED_TITLE
Microsoft,Microsoft,STARTUP,0.9,NORMALIZED_TITLE
Ml Intern Explorers,Ml Intern Explorers,STARTUP,0.9,NORMALIZED_TITLE
Qvac,Qvac,STARTUP,0.9,NORMALIZED_TITLE
Litwein,Litwein,STARTUP,0.9,NORMALIZED_TITLE
Zakuroai,Zakuroai,STARTUP,0.9,NORMALIZED_TITLE
Coherelabs,Coherelabs,STARTUP,0.9,NORMALIZED_TITLE
Immanuelpeter,Immanuelpeter,STARTUP,0.9,NORMALIZED_TITLE
S Zaizen,S Zaizen,STARTUP,0.9,NORMALIZED_TITLE
Wrldsuksgo2Mars,Wrldsuksgo2Mars,STARTUP,0.9,NORMALIZED_TITLE
Prithivmlmods,Prithivmlmods,STARTUP,0.9,NORMALIZED_TITLE
Ggml Org,Ggml Org,STARTUP,0.9,NORMALIZED_TITLE
Loke 60000,Loke 60000,STARTUP,0.9,NORMALIZED_TITLE
Sakamakismile,Sakamakismile,STARTUP,0.9,NORMALIZED_TITLE
Ddh0,Ddh0,STARTUP,0.9,NORMALIZED_TITLE
Qtum,Qtum,STARTUP,0.9,NORMALIZED_TITLE
Dicksondickson,Dicksondickson,STARTUP,0.9,NORMALIZED_TITLE
Solstice Ai,Solstice Ai,STARTUP,0.9,NORMALIZED_TITLE
Ewin Reg,Ewin Reg,STARTUP,0.9,NORMALIZED_TITLE
Necropopeost,Necropopeost,STARTUP,0.9,NORMALIZED_TITLE
Oktayd,Oktayd,STARTUP,0.9,NORMALIZED_TITLE
Ms366,Ms366,STARTUP,0.9,NORMALIZED_TITLE
Mayukh,Mayukh,STARTUP,0.9,NORMALIZED_TITLE
Sajjadayoubi,Sajjadayoubi,STARTUP,0.9,NORMALIZED_TITLE
Deepmind,Deepmind,STARTUP,0.9,NORMALIZED_TITLE
Flax Community,Flax Community,STARTUP,0.9,NORMALIZED_TITLE
Huggingtweets,Huggingtweets,STARTUP,0.9,NORMALIZED_TITLE
Jeffboudier,Jeffboudier,STARTUP,0.9,NORMALIZED_TITLE
Keras Io,Keras Io,STARTUP,0.9,NORMALIZED_TITLE
Shivkumarganesh,Shivkumarganesh,STARTUP,0.9,NORMALIZED_TITLE
Ydshieh,Ydshieh,STARTUP,0.9,NORMALIZED_TITLE
Satoshiz01,Satoshiz01,STARTUP,0.9,NORMALIZED_TITLE
Junior,Junior,STARTUP,0.9,NORMALIZED_TITLE
Chibubu,Chibubu,STARTUP,0.9,NORMALIZED_TITLE
Phanie,Phanie,STARTUP,0.9,NORMALIZED_TITLE
Id56,Id56,STARTUP,0.9,NORMALIZED_TITLE
Carele,Carele,STARTUP,0.9,NORMALIZED_TITLE
Mahadi,Mahadi,STARTUP,0.9,NORMALIZED_TITLE
Iceboy95,Iceboy95,STARTUP,0.9,NORMALIZED_TITLE
Afaaq,Afaaq,STARTUP,0.9,NORMALIZED_TITLE
Facebook,Facebook,STARTUP,0.9,NORMALIZED_TITLE
Martin Ha,Martin Ha,STARTUP,0.9,NORMALIZED_TITLE
Davanstrien,Davanstrien,STARTUP,0.9,NORMALIZED_TITLE
Kevinkim,Kevinkim,STARTUP,0.9,NORMALIZED_TITLE
Thelitttlethings,Thelitttlethings,STARTUP,0.9,NORMALIZED_TITLE
Visionideadesign,Visionideadesign,STARTUP,0.9,NORMALIZED_TITLE
Christossevastopoulos,Christossevastopoulos,STARTUP,0.9,NORMALIZED_TITLE
Renee127,Renee127,STARTUP,0.9,NORMALIZED_TITLE
Pablorodriper,Pablorodriper,STARTUP,0.9,NORMALIZED_TITLE
Jnatej69,Jnatej69,STARTUP,0.9,NORMALIZED_TITLE
Whoareyou,Whoareyou,STARTUP,0.9,NORMALIZED_TITLE
Inthedevilnotrust,Inthedevilnotrust,STARTUP,0.9,NORMALIZED_TITLE
Ricardo01L,Ricardo01L,STARTUP,0.9,NORMALIZED_TITLE
Freddyalexis77,Freddyalexis77,STARTUP,0.9,NORMALIZED_TITLE
Mutableonez,Mutableonez,STARTUP,0.9,NORMALIZED_TITLE
Jzli,Jzli,STARTUP,0.9,NORMALIZED_TITLE
Ykurilov,Ykurilov,STARTUP,0.9,NORMALIZED_TITLE
Stablediffusionapi,Stablediffusionapi,STARTUP,0.9,NORMALIZED_TITLE
8Glabs,8Glabs,STARTUP,0.9,NORMALIZED_TITLE
Neonbxlt,Neonbxlt,STARTUP,0.9,NORMALIZED_TITLE
Milano486,Milano486,STARTUP,0.9,NORMALIZED_TITLE
Qrunir,Qrunir,STARTUP,0.9,NORMALIZED_TITLE
Josephtamp,Josephtamp,STARTUP,0.9,NORMALIZED_TITLE
Studfclub,Studfclub,STARTUP,0.9,NORMALIZED_TITLE
Saik0S,Saik0S,STARTUP,0.9,NORMALIZED_TITLE
Ajibola,Ajibola,STARTUP,0.9,NORMALIZED_TITLE
Ndimensional,Ndimensional,STARTUP,0.9,NORMALIZED_TITLE
Sanster,Sanster,STARTUP,0.9,NORMALIZED_TITLE
Arman Aminian,Arman Aminian,STARTUP,0.9,NORMALIZED_TITLE
Sg161222,Sg161222,STARTUP,0.9,NORMALIZED_TITLE
Attikus123,Attikus123,STARTUP,0.9,NORMALIZED_TITLE
Ghada,Ghada,STARTUP,0.9,NORMALIZED_TITLE
Micazevedo,Micazevedo,STARTUP,0.9,NORMALIZED_TITLE
Frankjoshua,Frankjoshua,STARTUP,0.9,NORMALIZED_TITLE
Zakir101,Zakir101,STARTUP,0.9,NORMALIZED_TITLE
Yohanneh,Yohanneh,STARTUP,0.9,NORMALIZED_TITLE
Nishat27,Nishat27,STARTUP,0.9,NORMALIZED_TITLE
Cooelf,Cooelf,STARTUP,0.9,NORMALIZED_TITLE
Hf Tiny Model Private,Hf Tiny Model Private,STARTUP,0.9,NORMALIZED_TITLE
Fr12,Fr12,STARTUP,0.9,NORMALIZED_TITLE
Ckpt,Ckpt,STARTUP,0.9,NORMALIZED_TITLE
Simdi,Simdi,STARTUP,0.9,NORMALIZED_TITLE
Takinai,Takinai,STARTUP,0.9,NORMALIZED_TITLE
Edwardwangxy,Edwardwangxy,STARTUP,0.9,NORMALIZED_TITLE
Chetan007,Chetan007,STARTUP,0.9,NORMALIZED_TITLE
Navesm95,Navesm95,STARTUP,0.9,NORMALIZED_TITLE
Patent,Patent,STARTUP,0.9,NORMALIZED_TITLE
Vision Cair,Vision Cair,STARTUP,0.9,NORMALIZED_TITLE
Vision9668979,Vision9668979,STARTUP,0.9,NORMALIZED_TITLE
Axodoxian,Axodoxian,STARTUP,0.9,NORMALIZED_TITLE
Lioo,Lioo,STARTUP,0.9,NORMALIZED_TITLE
Carolinetfls,Carolinetfls,STARTUP,0.9,NORMALIZED_TITLE
Ar1725,Ar1725,STARTUP,0.9,NORMALIZED_TITLE
Botp,Botp,STARTUP,0.9,NORMALIZED_TITLE
Galleri5 Ai,Galleri5 Ai,STARTUP,0.9,NORMALIZED_TITLE
Votiethuy,Votiethuy,STARTUP,0.9,NORMALIZED_TITLE
Nova Vision Language,Nova Vision Language,STARTUP,0.9,NORMALIZED_TITLE
Redstonehero,Redstonehero,STARTUP,0.9,NORMALIZED_TITLE
Jr Ai Dreamer,Jr Ai Dreamer,STARTUP,0.9,NORMALIZED_TITLE
Haiderai,Haiderai,STARTUP,0.9,NORMALIZED_TITLE
Swype,Swype,STARTUP,0.9,NORMALIZED_TITLE
Rootyuan,Rootyuan,STARTUP,0.9,NORMALIZED_TITLE
Ducnapa,Ducnapa,STARTUP,0.9,NORMALIZED_TITLE
Koala2,Koala2,STARTUP,0.9,NORMALIZED_TITLE
Csukuangfj,Csukuangfj,STARTUP,0.9,NORMALIZED_TITLE
Mdk17,Mdk17,STARTUP,0.9,NORMALIZED_TITLE
Fxmarty,Fxmarty,STARTUP,0.9,NORMALIZED_TITLE
Magamanny,Magamanny,STARTUP,0.9,NORMALIZED_TITLE
Inriavalda,Inriavalda,STARTUP,0.9,NORMALIZED_TITLE
Andregn,Andregn,STARTUP,0.9,NORMALIZED_TITLE
Norgnm,Norgnm,STARTUP,0.9,NORMALIZED_TITLE
Yerang,Yerang,STARTUP,0.9,NORMALIZED_TITLE
Enlightenai,Enlightenai,STARTUP,0.9,NORMALIZED_TITLE
Onlyfake,Onlyfake,STARTUP,0.9,NORMALIZED_TITLE
Waddy11,Waddy11,STARTUP,0.9,NORMALIZED_TITLE
Theodor1289,Theodor1289,STARTUP,0.9,NORMALIZED_TITLE
Abwqr,Abwqr,STARTUP,0.9,NORMALIZED_TITLE
Uf,Uf,STARTUP,0.9,NORMALIZED_TITLE
The Cloud Minders,The Cloud Minders,STARTUP,0.9,NORMALIZED_TITLE
Therodyhk,Therodyhk,STARTUP,0.9,NORMALIZED_TITLE
Mfrashad,Mfrashad,STARTUP,0.9,NORMALIZED_TITLE
Prantik S,Prantik S,STARTUP,0.9,NORMALIZED_TITLE
Arsenic04,Arsenic04,STARTUP,0.9,NORMALIZED_TITLE
Omar95Farag,Omar95Farag,STARTUP,0.9,NORMALIZED_TITLE
Joe99,Joe99,STARTUP,0.9,NORMALIZED_TITLE
Yinvyixin,Yinvyixin,STARTUP,0.9,NORMALIZED_TITLE
Yntec,Yntec,STARTUP,0.9,NORMALIZED_TITLE
Comfyanonymous,Comfyanonymous,STARTUP,0.9,NORMALIZED_TITLE
Hyperbeeai,Hyperbeeai,STARTUP,0.9,NORMALIZED_TITLE
Pavan Visionet,Pavan Visionet,STARTUP,0.9,NORMALIZED_TITLE
Mshenoda,Mshenoda,STARTUP,0.9,NORMALIZED_TITLE
Visiontech,Visiontech,STARTUP,0.9,NORMALIZED_TITLE
Kp Forks,Kp Forks,STARTUP,0.9,NORMALIZED_TITLE
Khalfounmehdi,Khalfounmehdi,STARTUP,0.9,NORMALIZED_TITLE
Yujiros,Yujiros,STARTUP,0.9,NORMALIZED_TITLE
Meetxvii,Meetxvii,STARTUP,0.9,NORMALIZED_TITLE
Pagebrain,Pagebrain,STARTUP,0.9,NORMALIZED_TITLE
Alemoraesc,Alemoraesc,STARTUP,0.9,NORMALIZED_TITLE
Harshrai3112,Harshrai3112,STARTUP,0.9,NORMALIZED_TITLE
Holwech,Holwech,STARTUP,0.9,NORMALIZED_TITLE
Feverishhh,Feverishhh,STARTUP,0.9,NORMALIZED_TITLE
Uipath,Uipath,STARTUP,0.9,NORMALIZED_TITLE
Trevorashby,Trevorashby,STARTUP,0.9,NORMALIZED_TITLE
Vision Flan,Vision Flan,STARTUP,0.9,NORMALIZED_TITLE
Fofr,Fofr,STARTUP,0.9,NORMALIZED_TITLE
Amitmidday,Amitmidday,STARTUP,0.9,NORMALIZED_TITLE
Flavour,Flavour,STARTUP,0.9,NORMALIZED_TITLE
Jayrodkc,Jayrodkc,STARTUP,0.9,NORMALIZED_TITLE
Mazehua,Mazehua,STARTUP,0.9,NORMALIZED_TITLE
Kadirnar,Kadirnar,STARTUP,0.9,NORMALIZED_TITLE
Andresq99,Andresq99,STARTUP,0.9,NORMALIZED_TITLE
Stereohorse,Stereohorse,STARTUP,0.9,NORMALIZED_TITLE
Vision3,Vision3,STARTUP,0.9,NORMALIZED_TITLE
Saahith,Saahith,STARTUP,0.9,NORMALIZED_TITLE
Pjura,Pjura,STARTUP,0.9,NORMALIZED_TITLE
Sshh12,Sshh12,STARTUP,0.9,NORMALIZED_TITLE
Asiryan,Asiryan,STARTUP,0.9,NORMALIZED_TITLE
Aiflows,Aiflows,STARTUP,0.9,NORMALIZED_TITLE
Univenn,Univenn,STARTUP,0.9,NORMALIZED_TITLE
Nousresearch,Nousresearch,STARTUP,0.9,NORMALIZED_TITLE
Develonur,Develonur,STARTUP,0.9,NORMALIZED_TITLE
Chukana,Chukana,STARTUP,0.9,NORMALIZED_TITLE
Ndsdmfwg,Ndsdmfwg,STARTUP,0.9,NORMALIZED_TITLE
Userzyzz,Userzyzz,STARTUP,0.9,NORMALIZED_TITLE
Teo Sanchez,Teo Sanchez,STARTUP,0.9,NORMALIZED_TITLE
Harshubh,Harshubh,STARTUP,0.9,NORMALIZED_TITLE
Psipi,Psipi,STARTUP,0.9,NORMALIZED_TITLE
Ufoufopk,Ufoufopk,STARTUP,0.9,NORMALIZED_TITLE
Cmp Nct,Cmp Nct,STARTUP,0.9,NORMALIZED_TITLE
Marksdo,Marksdo,STARTUP,0.9,NORMALIZED_TITLE
Revanthraja,Revanthraja,STARTUP,0.9,NORMALIZED_TITLE
Nuthanprasad,Nuthanprasad,STARTUP,0.9,NORMALIZED_TITLE
Opendilabcommunity,Opendilabcommunity,STARTUP,0.9,NORMALIZED_TITLE
Aiaf,Aiaf,STARTUP,0.9,NORMALIZED_TITLE
Echo22,Echo22,STARTUP,0.9,NORMALIZED_TITLE
Alexgenovese,Alexgenovese,STARTUP,0.9,NORMALIZED_TITLE
Hf Vision,Hf Vision,STARTUP,0.9,NORMALIZED_TITLE
Liuzhiwei,Liuzhiwei,STARTUP,0.9,NORMALIZED_TITLE
Ghostdragon01,Ghostdragon01,STARTUP,0.9,NORMALIZED_TITLE
Vishal874,Vishal874,STARTUP,0.9,NORMALIZED_TITLE
Imagepipeline,Imagepipeline,STARTUP,0.9,NORMALIZED_TITLE
Edwarv,Edwarv,STARTUP,0.9,NORMALIZED_TITLE
Nickkolok,Nickkolok,STARTUP,0.9,NORMALIZED_TITLE
Soumyasikun,Soumyasikun,STARTUP,0.9,NORMALIZED_TITLE
Piyushaaryan011,Piyushaaryan011,STARTUP,0.9,NORMALIZED_TITLE
Maziyarpanahi,Maziyarpanahi,STARTUP,0.9,NORMALIZED_TITLE
Jordyvl,Jordyvl,STARTUP,0.9,NORMALIZED_TITLE
Billborkowski,Billborkowski,STARTUP,0.9,NORMALIZED_TITLE
Sandeshrajx,Sandeshrajx,STARTUP,0.9,NORMALIZED_TITLE
Dmull132,Dmull132,STARTUP,0.9,NORMALIZED_TITLE
Prometheus Eval,Prometheus Eval,STARTUP,0.9,NORMALIZED_TITLE
Oevortex,Oevortex,STARTUP,0.9,NORMALIZED_TITLE
Roktimsardar123,Roktimsardar123,STARTUP,0.9,NORMALIZED_TITLE
Edavis315,Edavis315,STARTUP,0.9,NORMALIZED_TITLE
Nathanlu,Nathanlu,STARTUP,0.9,NORMALIZED_TITLE
Dkk2901,Dkk2901,STARTUP,0.9,NORMALIZED_TITLE
Salmonrk,Salmonrk,STARTUP,0.9,NORMALIZED_TITLE
Mobileappbnao,Mobileappbnao,STARTUP,0.9,NORMALIZED_TITLE
Ncoop57,Ncoop57,STARTUP,0.9,NORMALIZED_TITLE
Aishuu,Aishuu,STARTUP,0.9,NORMALIZED_TITLE
Omaramir2001,Omaramir2001,STARTUP,0.9,NORMALIZED_TITLE
Tmnam20,Tmnam20,STARTUP,0.9,NORMALIZED_TITLE
Theunnecessarythings,Theunnecessarythings,STARTUP,0.9,NORMALIZED_TITLE
Seanmor5,Seanmor5,STARTUP,0.9,NORMALIZED_TITLE
Mesolitica,Mesolitica,STARTUP,0.9,NORMALIZED_TITLE
Mlfu7,Mlfu7,STARTUP,0.9,NORMALIZED_TITLE
Graydientplatformapi,Graydientplatformapi,STARTUP,0.9,NORMALIZED_TITLE
Dfdfdeeeeee,Dfdfdeeeeee,STARTUP,0.9,NORMALIZED_TITLE
Guilherme34,Guilherme34,STARTUP,0.9,NORMALIZED_TITLE
Realmmo,Realmmo,STARTUP,0.9,NORMALIZED_TITLE
Gowtham04,Gowtham04,STARTUP,0.9,NORMALIZED_TITLE
Hamzamurtaza,Hamzamurtaza,STARTUP,0.9,NORMALIZED_TITLE
Mlx Vision,Mlx Vision,STARTUP,0.9,NORMALIZED_TITLE
Chrisgoringe,Chrisgoringe,STARTUP,0.9,NORMALIZED_TITLE
Tensoic,Tensoic,STARTUP,0.9,NORMALIZED_TITLE
Sam1123,Sam1123,STARTUP,0.9,NORMALIZED_TITLE
Opengvlab,Opengvlab,STARTUP,0.9,NORMALIZED_TITLE
Odyssey Ai,Odyssey Ai,STARTUP,0.9,NORMALIZED_TITLE
Sid Th26,Sid Th26,STARTUP,0.9,NORMALIZED_TITLE
Mtgv,Mtgv,STARTUP,0.9,NORMALIZED_TITLE
Aigeekfi,Aigeekfi,STARTUP,0.9,NORMALIZED_TITLE
Kissanai,Kissanai,STARTUP,0.9,NORMALIZED_TITLE
Smrithika15,Smrithika15,STARTUP,0.9,NORMALIZED_TITLE
Beasthf,Beasthf,STARTUP,0.9,NORMALIZED_TITLE
Chaoticneutrals,Chaoticneutrals,STARTUP,0.9,NORMALIZED_TITLE
Leroydyer,Leroydyer,STARTUP,0.9,NORMALIZED_TITLE
Liamhvn,Liamhvn,STARTUP,0.9,NORMALIZED_TITLE
Googh23,Googh23,STARTUP,0.9,NORMALIZED_TITLE
Quangdan,Quangdan,STARTUP,0.9,NORMALIZED_TITLE
Markbw,Markbw,STARTUP,0.9,NORMALIZED_TITLE
Pratikdoshi,Pratikdoshi,STARTUP,0.9,NORMALIZED_TITLE
Alekseykorshuk,Alekseykorshuk,STARTUP,0.9,NORMALIZED_TITLE
Pigatron,Pigatron,STARTUP,0.9,NORMALIZED_TITLE
Cbrown9,Cbrown9,STARTUP,0.9,NORMALIZED_TITLE
Yueyinqiu,Yueyinqiu,STARTUP,0.9,NORMALIZED_TITLE
Prateek21,Prateek21,STARTUP,0.9,NORMALIZED_TITLE
Geosona,Geosona,STARTUP,0.9,NORMALIZED_TITLE
Vision Tf,Vision Tf,STARTUP,0.9,NORMALIZED_TITLE
Starkan,Starkan,STARTUP,0.9,NORMALIZED_TITLE
